agent,benchmark,instance_id,resolved,source_code_files,source_code_tokens,write_recall,write_precision,read_recall,read_precision,total_operations,total_reads,total_writes,unique_files_read,unique_files_written,unique_dirs,max_depth,first_write_at,reread_rate,churn_rate,conversion_rate,first_correct_read,first_correct_write,subagent_count
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-ce554276db97b9969073369fefa4950ca8e54f84-vnan,False,1624,2031638,1.0,0.3333,1.0,0.125,30,16,11,8,3,16,5,13,0.5,0.7273,1.0,2,13,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-cf3c899dd1f221aa1a1f4c5a80dffc05b9c21c85-vnan,False,1586,1987396,0.9091,0.7692,1.0,0.5789,65,31,25,19,13,20,5,32,0.3871,0.48,0.9091,1,32,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-d06cf09bf0b3d4a0fbe6bd32e4115caea2083168-vnan,True,2117,3851191,1.0,0.7778,0.8571,0.5455,109,37,39,11,9,13,4,62,0.7027,0.7692,1.0,21,62,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-d405160080bbe804f7e9294067d004a7d4dad9d6-vnan,True,1868,2465383,1.0,1.0,1.0,0.1667,79,38,2,12,2,12,5,73,0.6842,0.0,1.0,16,73,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-dae13ac8522fc6d41e64d1ac6e3174486fdcce0c-vnan,True,1621,2029341,1.0,0.5,1.0,0.0526,69,33,3,19,2,18,5,57,0.4242,0.3333,1.0,4,57,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-e15ef9f3de36df7f318c083e485f44e1de8aad17,False,1431,1825076,0.3333,0.5,0.6667,0.2667,80,42,9,15,4,18,5,59,0.6429,0.5556,0.5,0,59,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-ec0f940ef0e8e3b61078f145f34dc40d1938e6c5-vnan,True,905,1229905,0.25,0.5,0.0,0.0,9,2,2,2,2,4,2,7,0.0,0.0,0.0,,7,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-ecfd1736e5dd9808e87911fc264e6c816653e1a9-vnan,True,1668,2083147,1.0,0.5,1.0,0.1538,61,28,12,13,4,17,4,39,0.5357,0.6667,1.0,7,39,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-ee13e23b156fbad9369d6a656c827b6444343d4f-vnan,True,1580,1981687,1.0,1.0,1.0,0.3333,19,5,8,3,1,8,4,7,0.4,0.875,1.0,2,7,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-f0359a5c180b8fec4329c77adcf967c8d3b7b787-vnan,True,1711,2165019,0.6,0.4286,0.8,0.2857,63,35,9,14,7,18,6,52,0.6,0.2222,0.75,6,52,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-f14374a51c153f64f313243f2df6ea4971db4e15,True,1264,1641727,0.3529,0.75,0.5294,0.36,90,40,9,25,8,20,4,64,0.375,0.1111,0.5556,10,73,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-f3534b42df3dcfe36dc48bddbf14034085af6d30-vnan,True,1805,2366806,1.0,1.0,1.0,0.5,23,12,2,4,2,4,3,17,0.6667,0.0,1.0,4,17,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-f63160f38459fb552d00fcc60d4064977a9095a6-vnan,False,1967,2587215,0.3333,0.5,0.6667,0.1818,45,22,6,11,2,11,4,28,0.5,0.6667,0.5,0,28,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_element-hq__element-web-fe14847bb9bb07cab1b9c6c54335ff22ca5e516a-vnan,False,1424,1821400,0.8889,0.6154,0.3333,0.2,59,18,16,15,13,26,4,38,0.1667,0.1875,1.0,3,40,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-02e21636c58e86c51119b63e0fb5ca7b813b07b1,False,497,930126,0.7,0.7778,0.2,0.2,99,50,15,10,9,7,4,59,0.8,0.4,1.0,3,59,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-05d7234fa582df632f70a7cd10194d61bd7043b9,False,540,971505,0.7,0.7778,0.9,0.375,130,73,16,24,9,19,4,87,0.6712,0.4375,0.7778,8,88,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944,True,474,905830,1.0,1.0,1.0,0.375,55,26,10,8,3,9,4,43,0.6923,0.7,1.0,8,43,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,False,149,366972,0.8,0.3333,0.8,0.1053,166,78,27,38,12,21,5,115,0.5128,0.5556,1.0,18,115,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-15b76cada1ef29cfa56b0fba36754be36243dded,True,440,849985,1.0,1.0,1.0,0.8,38,13,7,5,4,11,5,27,0.6154,0.4286,1.0,13,27,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,False,539,1041472,0.5,0.25,0.5,0.1053,111,62,13,19,8,6,3,91,0.6935,0.3846,1.0,16,91,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,True,549,916444,0.5,1.0,0.5,0.3333,22,8,5,3,1,5,3,16,0.625,0.8,1.0,4,16,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,True,100,242564,0.3333,0.5,0.6667,0.5,12,4,5,4,2,2,2,6,0.0,0.6,0.5,2,6,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874,False,149,331762,1.0,0.7273,0.75,0.2222,61,36,14,27,11,8,4,46,0.25,0.2143,1.0,4,46,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-29d3f9db40c83434d0e3cc082af8baec64c391a9,True,392,766944,0.5,0.5,0.5,0.0833,37,17,10,12,2,8,4,25,0.2941,0.8,1.0,7,25,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-2ca5dfb3513e4e786d2b037075617cccc286d5c3,False,479,910959,0.2143,0.6,0.3571,0.2778,66,30,7,18,5,14,5,55,0.4,0.2857,0.4,10,55,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,False,465,890460,0.25,0.5,0.25,0.2,25,10,4,5,2,8,5,18,0.5,0.5,1.0,4,18,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-2eac0df47b5ecc8bb05002d80383ceb08ab3620a,True,468,895383,1.0,0.6667,1.0,0.2,54,23,16,10,3,8,4,29,0.5652,0.8125,1.0,4,29,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-36e62baffae2132f78f9d34dc300a9baa2d7ae0e,True,402,774479,0.25,0.3333,0.5,0.4,33,9,10,5,3,3,2,14,0.4444,0.7,0.5,4,15,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,False,418,802928,0.8571,0.8571,1.0,0.7778,49,23,7,9,7,7,5,22,0.6087,0.0,0.8571,5,22,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,False,534,1034016,0.8,0.5,1.0,0.3846,81,32,17,13,8,8,4,54,0.5938,0.5294,0.8,2,54,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,False,476,907470,0.125,0.2857,0.3125,0.3333,93,47,11,15,7,13,4,74,0.6809,0.3636,0.4,8,74,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,False,513,945469,0.5,0.375,0.5,0.1154,117,62,13,26,8,25,4,78,0.5806,0.3846,1.0,11,84,3
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-40007b9d97e3862bcef8c20ae6c87b22ea0627f0,False,469,897459,0.8,0.5714,0.8,0.3636,63,30,11,11,7,12,5,50,0.6333,0.3636,1.0,2,50,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-406f9396ad65696d58865b3a6283109cd4eaf40e,True,64,2033270,0.3333,0.3077,0.5,1.0,28,7,14,6,13,5,4,10,0.1429,0.0714,0.3333,2,10,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d,False,374,726985,1.0,0.6667,1.0,0.24,106,55,13,25,9,21,4,65,0.5455,0.3077,1.0,9,82,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-507170da0f7f4da330f6732bffdf11c4df7fc192,False,528,1035796,0.25,0.5,0.75,0.2727,36,16,3,11,2,13,7,30,0.3125,0.3333,0.0,6,31,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-518ec324b66a07fdd95464a5e9ca5fe7681ad8f9,True,137,311469,1.0,0.6667,1.0,0.5,13,5,6,4,3,3,3,5,0.2,0.5,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-524f277313606f8cd29b299617d6565c01642e15,False,375,744246,0.9091,0.7692,0.8182,0.4737,128,69,22,19,13,19,6,78,0.7246,0.4091,1.0,10,79,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b,False,388,764812,0.5455,0.5,0.4545,0.3571,73,32,21,14,12,15,4,37,0.5625,0.4286,0.8,6,38,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-5aef5a14890aa145c22d864a834694bae3a6f112,True,425,839615,0.6,0.3333,0.6,0.2727,106,39,14,11,9,24,9,33,0.7179,0.3571,1.0,6,76,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-5af0757e96dec4962a076376d1bedc79de0d4249,False,143,354628,0.75,1.0,0.75,0.5,24,12,5,6,3,6,5,17,0.5,0.4,1.0,5,17,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-5c7037ececb0bead0a8eb56054e224bcd7ac5922,False,100,241821,0.5,0.6667,0.75,0.4286,70,34,10,7,3,4,2,36,0.7941,0.7,0.6667,3,36,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-5ffba3406a7993d97ced4cc13658bee66150fcca,True,88,216915,0.5,0.6667,0.75,0.5,17,6,6,6,3,3,3,11,0.0,0.5,0.6667,3,11,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-65581fef4aa807540cb933753d085feb0d7e736f,False,101,235838,0.3333,0.4,0.4167,0.625,52,19,18,8,10,11,4,17,0.5789,0.4444,0.6,4,21,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-690672523398c2b6f6e4562f0bf9868664ab894f,True,462,887377,1.0,0.6667,1.0,0.5,29,10,10,4,3,4,2,8,0.6,0.7,0.5,3,9,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa,False,407,786608,0.375,1.0,0.875,0.3333,104,35,6,21,3,27,8,59,0.4,0.5,0.1429,3,90,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-6fe76d024ee0c50ddb09c86f4ae0bd4c208fd65f,True,145,317248,1.0,0.5,1.0,0.25,15,6,2,4,2,6,3,12,0.3333,0.0,1.0,2,12,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321,True,393,769094,0.6667,0.6667,0.6667,0.6667,24,14,5,3,3,4,2,12,0.7857,0.4,1.0,2,12,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-72d06db14d58692bfb4d07b1aa745a37b35956f3,False,405,782189,0.3333,0.5,0.3333,0.3333,11,4,2,3,2,5,4,8,0.25,0.0,1.0,1,8,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355,False,149,331517,0.375,0.6,0.75,0.4286,39,18,10,14,5,10,4,15,0.2222,0.5,0.5,3,18,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4,False,414,798369,0.4444,0.4444,0.5556,0.2174,114,57,21,23,9,15,4,79,0.5965,0.5714,0.8,8,79,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-8bd3604dc54b681f1f0f7dd52cbc70b3024184b6,False,526,1035049,0.75,0.75,0.75,0.375,25,12,4,8,4,10,4,16,0.3333,0.0,0.6667,3,16,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973,True,112,256479,0.4,0.6667,0.8,0.3333,103,47,13,12,3,12,3,62,0.7447,0.7692,0.5,11,73,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-96820c3ad10b0b2305e8877b6b303f7fafdf815f,False,483,916889,0.625,0.625,0.625,0.5,31,10,8,10,8,8,4,15,0.0,0.0,0.6,2,22,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868,False,540,987768,0.75,0.6923,0.6667,0.25,152,77,24,32,13,23,5,80,0.5844,0.4583,0.625,3,114,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55,False,109,253715,0.2941,0.625,0.4118,0.2188,202,76,24,32,8,31,8,147,0.5789,0.6667,0.5714,3,173,3
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-a0cbc0cb65ae601270bdbe3f5313e2dfd49c80e4,False,518,944474,0.5,0.25,0.5,0.0667,88,48,11,15,4,9,4,60,0.6875,0.6364,1.0,7,60,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-a42d38a1bb1df267c53d9d4a706cf34825ae3da9,False,160,358156,0.375,0.6,0.375,0.1667,66,34,7,18,5,13,5,55,0.4706,0.2857,1.0,3,55,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c,True,374,726918,1.0,0.75,0.8333,0.2273,102,45,13,22,8,23,4,79,0.5111,0.3846,1.0,14,80,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab,True,549,915655,0.3333,0.5,0.3333,0.3333,9,4,3,3,2,3,3,4,0.25,0.3333,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-af7a0be46d15f0b63f16a868d13f3b48a838e7ce,False,148,364565,0.4545,0.8333,0.6364,0.5833,33,16,10,12,6,6,4,19,0.25,0.4,0.5714,1,19,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5,True,393,768868,0.75,0.5,1.0,0.25,76,39,11,16,6,12,5,61,0.5897,0.4545,0.75,9,61,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6,True,414,796811,0.25,0.6667,0.25,0.3333,22,10,5,6,3,3,3,15,0.4,0.4,1.0,5,15,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f,True,534,1042697,0.3333,0.6,0.3333,0.1875,85,44,7,16,5,15,4,61,0.6364,0.2857,1.0,5,62,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06,False,137,310843,0.6667,0.5,1.0,0.3,90,44,6,10,4,13,4,80,0.7727,0.3333,0.6667,12,81,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c,False,526,1033977,0.2,0.4,0.2,0.2,67,34,12,10,5,6,3,38,0.7059,0.5833,1.0,3,38,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8,True,149,365775,0.3214,0.6923,0.3571,0.5,90,38,20,20,13,14,4,65,0.4737,0.35,0.9,10,66,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb,True,469,900018,0.625,0.7143,0.5,0.2353,83,38,14,17,7,14,4,59,0.5526,0.5,1.0,5,64,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008,False,547,913855,1.0,0.6667,0.5,0.0909,81,29,5,11,3,14,3,73,0.6207,0.4,1.0,56,74,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b6cef5cdc0daff3ee99e5974ed60a1dc6b4b0d67,False,149,366293,1.0,0.5,1.0,0.25,36,15,8,8,4,11,6,21,0.4667,0.5,1.0,1,21,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0,True,315,591387,0.6667,0.5,1.0,0.3,62,25,8,10,4,7,4,49,0.6,0.5,0.6667,10,49,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c154dd1a3590954dfd3b901555fc6267f646a289,True,88,216536,0.0714,0.25,0.0714,0.1667,18,6,7,6,4,3,3,10,0.0,0.4286,1.0,2,10,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c1728053367c753688f114ec26e703c8fdeda125,False,305,568218,0.625,0.625,0.375,0.3333,36,12,8,9,8,9,3,25,0.25,0.0,0.3333,3,27,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59,False,470,902978,0.5333,0.5333,0.4667,0.3684,113,53,18,19,15,19,4,80,0.6415,0.1667,0.8571,1,90,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa,False,440,849414,0.7778,0.7778,0.1111,0.0476,69,39,11,21,9,14,5,56,0.4615,0.1818,1.0,3,56,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c6a7b1fd933e763b1675281b30077e161fa115a1,False,304,567426,0.5,0.5556,0.6,0.5455,36,13,15,11,9,9,4,19,0.1538,0.4,0.8333,4,20,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c8d71ad7ea98d97546f01cce4ccb451dbcf37d3b,False,392,767999,0.5556,0.7143,0.6667,0.2857,126,72,13,21,7,20,6,96,0.7083,0.4615,0.8333,6,96,3
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-cd18e54a0371fa222304742c6312e9ac37ea86c1,False,313,590181,0.3333,0.5,0.8333,0.2174,97,62,11,23,4,6,3,69,0.629,0.6364,0.4,2,69,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8,False,417,799129,0.4286,0.6,0.4286,0.5,59,30,16,6,5,6,3,34,0.8,0.6875,1.0,6,34,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-cf06f4ebfab7fa21eed3e5838592e8e44566957f,True,93,226282,0.6,0.75,0.6,0.6,47,24,5,5,4,3,1,40,0.7917,0.2,1.0,8,40,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-d966559200183b713cdf3ea5007a7e0ba86a5afb,True,483,916814,1.0,0.875,1.0,0.875,50,23,17,8,8,4,2,16,0.6522,0.5294,1.0,2,16,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-dae029cba7cdb98dfb1a6b416c00d324241e6063,False,540,982860,0.5,0.4,0.5,0.1818,104,48,14,11,5,10,3,70,0.7708,0.6429,1.0,6,70,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b,True,548,913529,0.6667,0.6667,0.6667,0.3333,30,14,6,6,3,5,3,22,0.5714,0.5,1.0,4,22,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-dbe263961b187e1c5d7fe34c65b000985a2da5a0,True,440,849164,0.6667,1.0,0.6667,0.4286,31,14,12,14,6,11,5,17,0.0,0.5,1.0,2,17,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778,False,375,747193,0.4,0.6667,0.5,0.3571,110,54,20,14,6,17,4,84,0.7407,0.7,0.8,15,85,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874,True,88,221287,0.4286,0.4286,0.5714,0.3636,48,20,18,11,7,3,1,21,0.45,0.6111,0.75,3,21,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e50808c03e4b9d25a6a78af9c61a3b1616ea356b,False,290,540851,0.5,0.5,0.4167,0.2083,88,42,15,24,12,17,4,40,0.4286,0.2,0.6,2,60,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e594593dae52badf80ffd27878d2275c7f0b20e9,False,437,862123,0.3333,0.1,0.6667,0.1053,91,32,19,19,10,11,3,67,0.4062,0.4737,0.5,18,73,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e5fe37c379e1eec2dd3492c5737c0be761050b26,True,410,790191,1.0,0.5455,1.0,0.2857,137,60,19,21,11,15,4,96,0.65,0.4211,0.8333,7,111,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe,True,407,785772,0.5,0.5,0.75,0.3333,97,44,20,9,4,8,3,57,0.7955,0.8,0.6667,6,63,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80,False,94,231991,0.4615,0.8571,0.3077,0.5714,31,8,9,7,7,9,3,18,0.125,0.2222,0.0,3,19,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-ea9a2663b176da329b3f574da2ce2a664fc5b4a1,False,549,1055172,0.7143,0.5,0.7143,0.2778,110,53,21,18,10,19,7,81,0.6604,0.5238,1.0,5,82,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-ebb3f84c74d61eee4d8c6875140b990eee62e146,False,155,379802,0.1111,0.3333,0.3333,0.6,15,7,3,5,3,7,4,10,0.2857,0.0,0.3333,0,10,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-ee02b164f6728d3227c42671028c67a4afd36918,False,158,357095,0.6667,0.6667,0.6667,0.25,53,20,8,8,3,7,2,39,0.6,0.625,0.5,10,43,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-f1bc91a1b999656dbdb2495ccb57bf2105b84920,True,61,137484,1.0,0.625,0.6,0.1875,72,38,15,16,8,4,1,30,0.5789,0.4667,1.0,4,30,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-f36bd61fb1cee4669de1f00e59da462bfeae8765,False,315,591565,0.3333,0.25,1.0,0.1875,53,27,6,16,4,16,5,43,0.4074,0.3333,0.3333,5,43,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-f743945d599b178293e89e784b3b2374b1026430,True,384,762424,0.4,0.2857,0.4,0.2857,30,14,11,7,7,7,2,17,0.5,0.3636,1.0,3,17,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41,False,89,219428,0.625,0.4545,0.75,0.2727,116,47,25,22,11,16,4,83,0.5319,0.56,0.8333,7,84,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-01441351c3407abfc21c48a38e28828e1b504e0c,True,176,614475,1.0,0.5,1.0,0.5,8,2,2,2,2,4,4,5,0.0,0.0,1.0,3,5,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-030b2e03525d68d74cb749959aac2d7f3fc0effa,False,186,715215,0.5,0.5,0.5,0.5,30,12,10,2,2,1,1,12,0.8333,0.8,1.0,1,13,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-0ec945d0510cdebf92cdd8999f94610772689f14,False,186,723269,1.0,0.3333,1.0,0.5,30,14,11,2,3,5,4,14,0.8571,0.7273,1.0,0,15,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8,True,152,456119,0.6667,0.8571,0.6667,0.5,66,29,17,12,7,17,10,29,0.5862,0.5882,1.0,0,29,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-17ae386d1e185ba742eea4668ca77642e22b54c4,True,137,423461,1.0,0.5,1.0,0.3333,47,22,8,3,2,2,1,34,0.8636,0.75,1.0,8,34,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-1832b4ee3a20177ad313d806983127cb6e53f5cf,False,176,622272,0.6667,1.0,0.8889,0.186,157,92,17,43,6,14,4,126,0.5326,0.6471,0.625,24,126,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-2923cbc645fbc7a37d50398eb2ab8febda8c3264,True,148,364699,0.6667,0.2667,0.8333,0.2,149,78,28,25,15,7,1,92,0.6795,0.4643,0.8,13,93,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010,False,186,722574,1.0,0.5,1.0,0.2,43,22,5,5,2,2,1,26,0.7727,0.6,1.0,2,26,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-36456cb151894964ba1683ce7da5c35ada789970,True,121,398697,0.5,1.0,0.5,0.5,4,2,1,2,1,1,1,3,0.0,0.0,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-3c1489e588dacea455ccf4c352a3b1006902e2d4,False,143,414882,0.8333,0.7143,0.8333,0.5,96,48,14,10,7,6,4,77,0.7917,0.5,1.0,3,78,1
